Name,Author,User Rating,Reviews,Price,Year,Genre
"Breaking Dawn (The Twilight Saga, Book 4)",Tucker Carlson,4.6,14299.0,8.0,2013.0,
A Wrinkle in Time (Time Quintet),Hopscotch Girls,,6781.0,29.0,2018.0,Fiction
When Breath Becomes Air,,4.0,1140.0,20.0,2015.0,Non Fiction
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",The College Board,4.4,37319.0,14.0,2016.0,
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,James Comey,4.9,26100.0,40.0,2013.0,Non iFction
The Tipping Point: How Little Things Can Make a Big Difference,Allie Brosh,3.7,20484.0,46.0,,Fiction
Inferno,Muriel Barbery,3.7,23655.0,32.0,2009.0,Fiction
Becoming,Julia Child,3.5,6672.0,43.0,2011.0,Fiction
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Mark Hyman M.D.,4.2,19022.0,45.0,"$2,018.00",
The Getaway,Marty Noble,5.0,44248.0,34.0,2012.0,Fiction
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Admiral William H. McRaven,4.3,,16.0,2019.0,Fiction
Leonardo da Vinci,Daniel James Brown,5.0,33780.0,25.0,2009.0,Fiction
The President Is Missing: A Novel,Sanrda Boynton,3.6,18910.0,11.0,2012.0,Non Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Anthony Doerr,,32426.0,28.0,2017.0,Non Fiction
,Gallup,4.2,40081.0,6.0,2012.0,Fiction
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Sarah Young,3.6,21720.0,34.0,2010.0,Non Fiction
All the Light We Cannot See,Justin Halpern,3.7,"$39,898.00",19.0,2016.0,Fiction
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",Cheryl Strayed,3.6,32972.0,,2016.0,Non Fiction
Wonder,William P. Young,4.5,,$47.00,2018.0,Fitcion
The Getaway,Christopher Paolini,4.9,3128.0,37.0,2015.0,Non Fiction
The Power of Habit:W hy We Do What We Do in Life and Business,Geneen Roth,4.4,38140.0,22.0,2014.0,Non Fiction
Women Food and God: An Unexpected Path to Almost Everything,Laura Hillenbrand,4.6,37750.0,32.0,,Non Fiction
Origin: A Novel (Robert Langdon),,,25570.0,34.0,2017.0,Non Fiction
Thirteen Reasons Why,Drew Daywalt,4.1,46547.0,23.0,2018.0,
Arguing with Idiots: How to Stop Small Minds and Big Government,,4.1,49260.0,41.0,2015.0,Non Fiction
Inheritance: Book IV (Inheritance Cycle),James Comey,4.1,25603.0,24.0,2016.0,Non Fiction
Inheritance: Book IV (Inheritance Cycle),Johanna Basford,3.6,2550.0,24.0,"$2,015.00",Non Fiction
The Legend of Zelda: Hyrule Historia,,3.6,35574.0,41.0,2009.0,Non Fictino
The Racketeer,Donna Tartt,,,12.0,2009.0,Fiction
,Pretty Simple Press,4.6,4455.0,33.0,2010.0,Non Fiction
Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,James Patterson,3.7,6249.0,27.0,2016.0,Fiction
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Todd Burpo,3.8,32600.0,49.0,2011.0,Fiction
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),F. Scott Ftizgerald,4.7,8765.0,35.0,2013.0,Fiction
The Handmaid's Tale,Gallup,4.5,29831.0,27.0,,
The Wonderful Things You Will Be,,3.9,"$12,796.00",7.0,2010.0,Non Fiction
The Lost Symbol,Marjorie Sarnat,4.5,48384.0,,2017.0,Fiction
,Malcolm Gladwell,,4978.0,34.0,,Non Ficiton
"A Higher Loyalty: Truth, Lies, and Leadership",Keith Richards,4.8,13030.0,26.0,2014.0,Non Fiction
The Last Lecture,Daniel Kahneman,,23186.0,$25.00,2009.0,Fiction
Laugh-Out-Loud Jokes for Kids,Susan Cain,4.5,30117.0,39.0,2019.0,Fiction
Wonder,Celeste Ng,4.1,34228.0,,,Fiction
Guts,Laurel Randolph,3.9,35073.0,,2016.0,Non Fiction
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Tara Westover,,13760.0,$31.00,2009.0,Non Fiction
Little Bee: A Novel,Nathan W. Pyle,3.6,5422.0,44.0,2010.0,Non Fiction
The Shack: Where Tragedy Confronts Eternity,James Patterson,3.9,21037.0,45.0,2019.0,Non Fiction
Being Mortal: Medicine and What Matters in the End,Bill Simmons,3.7,40028.0,28.0,2012.0,Non Fiction
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Jon Meacham,4.5,40437.0,,2013.0,Fiction
Creative Haven Owls Coloring Book (Adult Coloring),Coloring Books for Adults,3.9,27307.0,31.0,2015.0,Fiction
The Hunger Games,Tucker Carlson,4.1,739.0,19.0,"$2,011.00",Non Fiction
1984 (Signet Classics),Stieg Larsson,4.4,21477.0,16.0,"$2,018.00",Non Fiction
,W. Cleon Skousen,4.3,,41.0,,Non Fiction
,David McCullough,4.8,46660.0,47.0,2018.0,
,Jeff Kinney,,17847.0,$20.00,2019.0,Non Fiction
The Love Dare,Don Miguel Ruiz,4.4,30209.0,49.0,,Non Fiction
,Francis Chan,3.9,5534.0,27.0,2015.0,Fiction
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Audrey Niffenegger,3.5,,45.0,2018.0,Non Fiction
,Coloring Books for Adults,3.9,48911.0,7.0,2016.0,Fiction
The Confession: A Novel,Jordan B. Peterson,3.9,8070.0,17.0,,Non Fictoin
Hamilton: The Revolution,Kevin Kwan,$4.60,18511.0,40.0,2010.0,Fiction
Harry Potter Coloring Book,Lin-Manue lMiranda,4.8,41752.0,23.0,2013.0,Non Fiction
Good to Great: Why Some Companies Make the Leap and Others Don't,Gayle Forman,4.2,,40.0,2015.0,
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Edward M. Kennedy,,25556.0,7.0,2012.0,Fiction
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Chris Cleave,,,49.0,2011.0,Non Fiction
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Washington Post,4.8,,29.0,,Non Fiction
Fifty Shades Darker,Charles Krauthammer,4.9,11232.0,26.0,2016.0,
Looking for Alaska,,4.6,18708.0,31.0,2009.0,Non Fiction
What to Expect When You're Expecting,David Grann,,"$16,844.00",29.0,2013.0,Fiction
The Paris Wife: A Novel,J. D. Vance,4.3,41437.0,6.0,2011.0,Non Fiction
,Jordan B. Peterson,4.0,,29.0,2015.0,Non Fiction
Unfreedom of the Press,Jordan B. Peterson,4.8,37761.0,43.0,2016.0,Fiction
Knock-Knock Jokes for Kids,Margaret Atwood,4.7,8355.0,36.0,2013.0,Fiction
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Amor Towles,4.0,2796.0,11.0,2019.0,Non Fiction
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Robert Jordan,4.8,2591.0,20.0,2012.0,Fiction
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Larry Schweikart,,"$34,392.00",29.0,2015.0,Non Fiction
The Art of Racing in the Rain: A Novel,Eben Alexander,3.6,20603.0,37.0,2017.0,Fiction
True Compass: A Memoir,Joanna Gaines,4.0,44065.0,39.0,2009.0,Non Fiction
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Sandra Boynton,4.0,7298.0,28.0,2010.0,
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Cheryl Strayed,,28302.0,49.0,2009.0,Non Fiction
,Dr. tSeven R Gundry MD,4.6,"$22,860.00",17.0,2010.0,NonF iction
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Lin-Manuel Miranda,4.5,22890.0,13.0,2013.0,
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",Hopscotch Girls,4.9,"$9,009.00",37.0,2013.0,Non Fiction
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,School Zone,4.7,7715.0,$47.00,2016.0,Fictino
Thirteen Reasons Why,Sasha O'Hara,4.6,38275.0,45.0,,Non Fiction
"The House of Hades (Heroes of Olympus, Book 4)",Michael Pollan,3.8,16842.0,11.0,2015.0,Non Fiction
Strange Planet (Strange Planet Series),B. J. Novak,,25998.0,,2012.0,Non Fiction
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Julia Child,4.4,11964.0,10.0,2017.0,Non Fiction
Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Carol S. Dweck,4.3,9789.0,,2013.0,
The Big Short: Inside the Doomsday Machine,Margaret Wise Brown,4.0,,,2009.0,Fiction
"The House of Hades (Heroes of Olympus, Book 4)",Veronica Roth,4.2,19453.0,46.0,2018.0,Fiction
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,R. J. Palaico,$3.70,11704.0,9.0,2012.0,Fiction
"I, Alex Cross",Elie Wiesel,4.1,12924.0,32.0,2019.0,
The Wonderful Things You Will Be,Ron Chernow,3.8,,11.0,,Non Fiction
1984 (Signet Classics),Mitch Albom,4.3,23714.0,28.0,2018.0,Fiction
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),Admiral William H. McRaven,,,27.0,2014.0,Fiction
"A Higher Loyalty: Truth, Lies, and Leadership",Christina Baker Kline,4.0,40535.0,18.0,2013.0,Non Fiction
Crazy Rich Asians (Crazy Rich Asians Trilogy),Elizabeth Strout,4.1,23002.0,36.0,2015.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,J. D. Vance,4.0,21600.0,,2012.0,
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Carol S. Dweck,4.7,21683.0,11.0,2012.0,iFction
The Art of Racing in the Rain: A Novel,Dr. Steven R Gundry MD,3.6,46675.0,27.0,2013.0,Non Fiction
What Pet Should I Get? (Classic Seuss),Delia Owens,4.6,11652.0,46.0,,Fiction
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Muriel Barbery,3.8,22571.0,,2009.0,Non Fictino
The Going-To-Bed Book,Ann Voskamp,3.6,15144.0,39.0,2015.0,Non Fiction
Obama: An Intimate Portrait,Deborah Diesen,4.6,42203.0,49.0,2014.0,Fiction
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",Tucker Carlson,,11389.0,,2013.0,Fiction
First 100 Words,Bill Martin Jr.,4.3,3401.0,27.0,2016.0,Non Fiction
,Gayle Forman,4.2,,40.0,2019.0,Non Fiction
The Power of Habit: Why We Do What We Do in Life and Business,Kristin Hannah,3.6,30888.0,28.0,2019.0,Non Fiction
The Martian,,3.6,36515.0,28.0,2015.0,Fiction
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",Laurel Randolph,3.8,38389.0,22.0,2019.0,
"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Sasha O'Hara,4.2,16045.0,34.0,2013.0,Non Fiction
The Hunger Games Trilogy Boxed Set (1),School Zone,4.0,35331.0,15.0,2017.0,Non Fiction
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),American Psychological Association,3.9,,9.0,2016.0,Fiction
Magnolia Table: A Collection of Recipes for Gathering,Wizards RPG Team,4.3,16875.0,25.0,2018.0,Non Fiction
"National Geographic Kids Why?: Over 1,111 Answers to Everything",John Grisham,4.1,28198.0,49.0,2009.0,Non Fiction
JOURNEY TO THE ICE P,Hopscotch Girls,4.9,,7.0,2017.0,Fiction
Creative Haven Owls Coloring Book (Adult Coloring),Malcolm Gladwell,4.5,30834.0,14.0,2013.0,Fictino
Mindset: The New Psychology of Success,The Washington Post,4.2,13138.0,27.0,2011.0,Fiction
The Pout-Pout Fish,Rob Elliott,4.5,4018.0,6.0,,Fiction
Allegiant,Garth Stein,3.7,13717.0,22.0,2012.0,Fiction
The Tipping Point: How Little Things Can Make a Big Difference,Audrey Niffenegger,4.3,4557.0,5.0,2017.0,Fiction
Food Rules: An Eater's Manual,Patric kThorpe,4.2,20621.0,34.0,2018.0,Non Fiction
Crazy Rich Asians (Crazy Rich Asians Trilogy),Ree Drummond,3.5,12722.0,,2016.0,
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",Brené Brown,3.8,18398.0,30.0,2015.0,Fiction
"The House of Hades (Heroes of Olympus, Book 4)",Tucker Carlson,4.8,23203.0,13.0,2015.0,Non Fiction
Inhertiance: Book IV (Inheritance Cycle),David Perlmutter MD,4.4,4285.0,29.0,"$2,011.00",Non Fictoin
Killing Kennedy: The End of Camelot,,4.7,36808.0,17.0,2016.0,Non Fiction
What Pet Should I Get? (Classic Seuss),Jole Fuhrman MD,4.3,35709.0,6.0,2014.0,Fiction
The Wonky Donkey,Marjorie Sarnat,4.5,20657.0,9.0,2016.0,Non Fiction
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Donna Tartt,3.7,29839.0,9.0,,
,Scholastic,4.1,29920.0,47.0,,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Raina Telgemeier,4.1,3081.0,15.0,2015.0,Fiction
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),,,7740.0,25.0,2016.0,Non Fiction
,Marie Kodnō,4.4,,49.0,2019.0,Fiction
hTe Alchemist,Geneen Roth,4.7,46328.0,$44.00,2019.0,Fiction
,Margaret Atwood,4.9,731.0,18.0,2012.0,Non Fiction
Little Blue Truck,Hillary Rodham Clinton,5.0,15935.0,35.0,2013.0,Non Fiction
Divergent,Naomi Kleinberg,3.9,194.0,10.0,2017.0,Fiction
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Gallup,4.4,30543.0,34.0,2018.0,Non Fiction
,Golden Books,4.5,"$23,418.00",24.0,2014.0,
StrengthsFinder 2.0,Daniel James Brown,4.2,46676.0,,2018.0,Fiction
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Ree Drummond,4.4,,26.0,2016.0,Non Fiction
Make It Ahead: A Barefoot Contessa oCokbook,School Zone,3.6,42587.0,9.0,2009.0,Fiction
Switch: How to Change Things When Change Is Hard,Daniel James Brown,4.9,26060.0,34.0,2017.0,Non Fiction
Adult Coloring Book: Stress Relieving Patterns,Adult Coloring Book Designs,,38307.0,47.0,2011.0,Fiction
JOURNEY TO THE ICE P,Ta-Nehisi Coates,3.7,9628.0,36.0,2013.0,Fiction
Giraffes Can't Dance,David Grann,4.4,2648.0,40.0,2010.0,
,Michael Pollan,4.9,,$35.00,,Fiction
What Happened,,4.9,4365.0,17.0,2016.0,Fiction
Ready Player One: A Novel,Chris Cleave,4.9,8449.0,28.0,,Non Fiction
The Girl Who Played with Fire (Millennium Series),Greg Mortenson,4.8,5132.0,48.0,2019.0,Non Fiction
Wrecking Ball (Diary of a Wimpy Kid Book 14),,3.6,"$4,351.00",27.0,2017.0,Fitcion
Leonardo d aVinci,,3.7,36247.0,9.0,2009.0,
Alexander Hamilton,Audrey Niffenegger,$4.30,9864.0,20.0,2012.0,Fiction
Olive Kitteridge,,4.3,221.0,44.0,2013.0,Fiction
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Anthony Bourdain,,"$28,468.00",14.0,,Non Ficiton
Creative Haven Owls Coloring Book (Adult Coloring),Francis Chan,4.8,,44.0,"$2,010.00",Fiction
"Divine Soul Mind Body Healing and Transmission System: The Divine Way to eHal You, Humanity, Mother Earth, and All…",F. Scott Fitzgerald,,18965.0,36.0,2011.0,Fiction
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Elizabeth Strout,5.0,"$29,688.00",22.0,2015.0,Fiction
What to Expect When You're Expecting,Ina Garten,4.1,1213.0,20.0,2009.0,Non Fiction
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",James Dashner,4.3,1687.0,$47.00,2013.0,Non Fiction
1984 (Signet Classics),Ann Whitford Paul,,13019.0,24.0,2019.0,Non Fiction
And the Mountains Echoed,Stephen R. Covey,4.9,9514.0,36.0,2018.0,Fiction
"The Son of Neptune (Heroes of Olympus, Book 2)",Andy Weir,3.8,45851.0,43.0,2015.0,Non Fiction
Thomas Jefferson: The Art of Power,Garth Stein,4.4,47819.0,41.0,2017.0,Fiction
Knock-Knock Jokes for Kids,Eric Carle,4.8,17186.0,46.0,2010.0,Fiction
A Dance with Dragons (A Song of Ice and Fire),Donna Tartt,4.3,,,2015.0,
The 5 Love Languages: The Secret to Love That Lasts,,5.0,31166.0,10.0,2017.0,Non Fiction
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Charles Krauthammer,4.6,43742.0,26.0,,
,Silly Bear,4.1,23964.0,33.0,2010.0,Non Fiction
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,,$4.10,8131.0,44.0,2015.0,Fiction
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Alex Michaelides,5.0,11100.0,9.0,2011.0,Fiction
Astrophysics for People in a Hurry,Rush Limbaugh,4.5,30585.0,36.0,2017.0,Non Fiction
The 5000 Year Leap,Sarah Young,3.7,"$8,999.00",,2019.0,Fiction
"Twilight (The Twilight Saga, Book 1)",Gayle oFrman,4.4,29993.0,20.0,2016.0,Fiction
A Dance with Dragons (A Song of Ice and Fire),Bessel van der Kolk M.D.,4.8,26774.0,44.0,2018.0,Non Fiction
Capital in the Twenty First Century,Stephen King,4.4,40177.0,22.0,2011.0,Fiction
The Girl Who Played with Fire (Millennium Series),Delegates of the Constitutional,3.9,31734.0,27.0,,Fiction
,Randy Pausch,4.5,32581.0,42.0,2015.0,Fiction
,Jeff Kinney,,1687.0,10.0,2013.0,Non Fiction
Women Food and God: An Unexpected Path to Almost Everything,Allie Brosh,4.7,14709.0,12.0,2017.0,Fiction
"Delivering Happiness: A Path to Profits, Passion, and Purpose",Hillary Rodham Clinton,4.5,33990.0,49.0,2009.0,Fiction
The Very Hungry Caterpillar,School Zone,4.9,15684.0,6.0,2014.0,Fiction
Educated: A Memoir,Allie Brosh,3.6,,8.0,2015.0,Fiction
What Pet Should I Get? (Classic Seuss),Donna Tartt,4.2,,30.0,2009.0,Fiction
,Brené Brown,4.1,16792.0,24.0,2014.0,Fiction
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nathan W. Pyle,4.9,22687.0,34.0,2009.0,Fiction
The Amateru,Naomi Kleinberg,4.0,10854.0,9.0,2016.0,iFction
Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Paula Hawkins,4.5,2604.0,,2013.0,Non Fiction
The Immortal Life of Henrietta Lacks,Howard Stern,4.7,36263.0,,,Fiction
What Should Danny Do? (The Power to Choose Series),Adam Mansbach,4.2,31662.0,5.0,,Non Fiction
Little Bee: A Novel,Walter Isaacson,3.7,42242.0,,2010.0,Non Fiction
Go Set a Watchman: A Novel,Ernest Cline,4.0,19545.0,,,Non Fiction
The Maze Runner (Book 1),Jordan B. Peterson,4.7,34247.0,26.0,2011.0,Fiction
The Hunger Games Trilogy Boxed Set (1),Mark Twain,4.2,15104.0,41.0,,Non Fiction
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,Randy Pausch,3.8,25410.0,$15.00,2011.0,Fiction
,Anthony Doerr,3.9,43033.0,23.0,2011.0,Non Fiction
,Lysa TerKeurst,3.5,19358.0,$28.00,2011.0,Fiction
,Bessel van der Kolk M.D.,4.2,,21.0,2018.0,Non Fiction
The 17 Day Diet: A Doctor's Plan Deisgned for Rapid Results,Ron Chernow,4.1,5986.0,43.0,,Fiction
,M Prefontaine,4.1,48026.0,43.0,2013.0,Fiction
"A Higher Loyalty: Truth, Lies, and Leadership",Drew Daywalt,3.8,33560.0,6.0,,Non Fiction
Harry Potter Paperback Box Set (Books 1-7),Bill Martin Jr.,3.6,,43.0,2015.0,Fiction
The Pout-Pout Fish,,4.1,19855.0,9.0,2011.0,Non Fiction
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Sarah Palin,3.7,1820.0,,2012.0,Non Fiction
A Stolen Life:  AMemoir,John Green,4.7,35439.0,44.0,2016.0,Non Fiction
A Stolen Life: A Memoir,Delegates of the Constitutional,4.0,3773.0,,2017.0,Non Fiction
Sh*t My Dad Says,Bruce Springsteen,,43412.0,28.0,2010.0,Fiction
"The Lost Hero (Heroes of Olympus, Book 1)",,,45633.0,40.0,,Fiction
"Lean In: Women, Work, and the Will to Lead",Rick Riordan,4.9,12719.0,49.0,2012.0,Non Fiction
Origin: A Novel (Robert Langdon),Rick Riordan,3.5,,,2016.0,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",,4.4,,,2015.0,Fiction
The Casual Vacancy,,4.2,39771.0,31.0,"$2,012.00",Fiction
"I, Alex Cross",Hillary Rodham Clinton,3.8,7183.0,13.0,2013.0,Non Fiction
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Margaret Wise Brown,3.8,"$48,156.00",24.0,2012.0,Ficiton
The Very Hungry Caterpillar,Geneen Roth,4.8,44894.0,24.0,2014.0,Non Fiction
The Casual Vacancy,Sheryl Sandberg,4.1,759.0,,2017.0,Fiction
The Time Traveler's Wife,Bill Simmons,3.9,13305.0,21.0,"$2,010.00",Fiction
"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!",James Patterson,4.9,30641.0,,2016.0,Fiction
The Girl on the Train,David Grann,,39591.0,21.0,2016.0,Non Fiction
The Magnolia Story,E L Jmaes,4.4,"$31,177.00",18.0,2016.0,Fiction
Adult Coloring Book:S tress Relieving Patterns,Julia Child,3.5,17706.0,5.0,2009.0,Non Fiction
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Markus Zusak,4.0,11000.0,,2012.0,
Where the Crawdads Sing,J. K. Rowling,4.9,,,2015.0,Non Fiction
Quiet: The Power of Introverts in a World That Can't Stop Talking,Michael Lewis,3.8,12726.0,28.0,"$2,014.00",Fiction
Fear: Trump in the White House,Admiral William H. McRaven,3.7,8169.0,12.0,2017.0,Fiction
The 5 Love Languages: The Secret to Love That Lasts,Jonathan Cahn,4.5,4461.0,27.0,2014.0,Fiction
Balance (Angie's Extreme Stress Menders),Rupi Kaur,4.0,30589.0,32.0,2019.0,Non Fiction
The Big Short: Inside the Doomsday Machine,Rebecca Skloot,4.3,,,"$2,018.00",Fiction
"Diary of a Wimpy Kid: Hard Luc,k Book 8",JJ Smith,$4.70,,5.0,2017.0,Fiction
,Phil Robertson,4.5,18785.0,23.0,2009.0,Fiction
Educated: A Memoir,Bruce Springsteen,4.4,22003.0,7.0,2009.0,
Going Rogue: An American Life,Mark Owen,4.5,,12.0,2017.0,
Born to Run,Rush Limbaugh,,,,,Fiction
Decision Points,Suzanne Collins,3.9,4183.0,28.0,2016.0,Non Fiction
Going Rogue: An American Life,Brandon Stanton,4.9,43107.0,26.0,2012.0,Non Fiction
,Melissa Hartwig Urban,,22996.0,35.0,,Fiction
Being Mortal: Medicine and What Matters in the End,Stephen King,4.7,8494.0,8.0,2019.0,Fiction
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,Adult Coloring Book Designs,4.0,1045.0,31.0,2015.0,Fiction
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Charlaine Harris,$4.50,20836.0,35.0,2018.0,Non Fiction
George Washington's Secret Six: The Spy Ring That Saved the American Revolution,,4.9,31275.0,10.0,2015.0,Fiction
,Maurice Sendak,4.8,17337.0,43.0,2013.0,Fiction
Love You Forever,Jonathan Cahn,,43884.0,19.0,2016.0,Fiction
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Abraham Verghese,,,35.0,2015.0,Non Fiction
12 Rules for Life: An Antidote to Chaos,Lin-Manuel Miranda,4.7,2406.0,44.0,2014.0,Non Fiction
,Adir Levy,4.1,13357.0,47.0,2019.0,Fiction
Outliers: The Story of Success,,4.6,5699.0,43.0,2014.0,Non Fiction
Inheritance: Book IV (Inheritance Cycle),,$4.30,4563.0,47.0,2010.0,Fiction
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",R. J. Palacio,4.6,36918.0,18.0,2012.0,Non Fiction
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Brené Brown,4.9,21276.0,21.0,2016.0,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Michael Wolff,4.5,46299.0,26.0,2013.0,
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Paulo Coelho,4.9,"$7,557.00",15.0,2013.0,
The Pioneer Woman Cooks: Food from My Frontier,Joel Fuhrman MD,4.1,25653.0,34.0,2011.0,Non Fiction
"The Son of Neptune (Heroes of Olympus, Book 2)",Mark aMnson,4.7,41825.0,49.0,2015.0,Fiction
Doctor Sleep: A Novel,Bill O'Reilly,$3.90,4367.0,28.0,2009.0,Fiction
Wild: From Lost to Found on the Pacific Crest Trail,Mary Ann Shaffer,3.9,,,2019.0,Non Fiction
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Todd Burpo,3.9,18441.0,44.0,2019.0,Non Fiction
Capital in the Twenty First Century,Mary Ann Shaffer,$3.90,1519.0,25.0,2015.0,Non Fiction
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Wizards RPG Team,4.7,31353.0,42.0,2012.0,Fiction
Where the Wild Things Are,Jon Meacham,4.4,9449.0,26.0,2012.0,Non Fiction
P is for Potty! (Sesame Street) (Lift-the-Flap),The College Board,$4.30,,$28.00,"$2,017.00",Non Fiction
The Guernsey Literary and Potato Peel Pie Society,Celeste Ng,,16242.0,,,Non Fiction
,Daniel H. Pink,4.4,2172.0,37.0,2013.0,Fiction
Sh*t My Dad Says,,4.1,,25.0,2019.0,Non Fiction
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Stephenie Meyer,4.7,8169.0,5.0,2019.0,Non Fiction
Olive Kitteridge,Naomi Kleinberg,4.3,15915.0,6.0,2019.0,
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,The Staff of The Late Show with,4.5,,30.0,2014.0,Non Fiction
"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Charlaine Harris,3.7,49602.0,17.0,2014.0,
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",Audrey Niffenegger,3.6,47781.0,25.0,2012.0,Non Fiction
Guts,David Platt,4.7,1433.0,,2011.0,Non Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",John Grisham,,19494.0,12.0,,Fiction
"The Son of Neptune (Heroes of Olympus, Book 2)",,4.1,42278.0,26.0,2015.0,Fiction
The Lost Symbol,,4.5,23203.0,49.0,2009.0,Non Fiction
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),R. J. Palacio,,,13.0,2012.0,Fiction
Adult Coloring Book: Stress Relieving Animal Designs,Joanna Gaines,$4.30,44941.0,37.0,2012.0,Fiction
,Bob Woodward,4.0,29771.0,20.0,2017.0,Fiction
