Name,Year,Author,User Rating,Reviews,Price ($),Genre
George Washington'S Secret Six: The Spy Ring That Saved The American Revolution,2018.0,Brian Kilmeade,4.3,82466.0,40.0,Fiction
George Washington'S Secret Six: The Spy Ring That Saved The American Revolution,2019.0,Brian Kilmeade,4.15,52585.0,35.0,Fiction
Giraffes Can'T Dance,2009.0,Giles Andreae,4.7,110032.0,26.0,Fiction
Giraffes Can'T Dance,2010.0,Giles Andreae,4.3,45512.0,33.0,Fiction
Giraffes Can'T Dance,2011.0,Giles Andreae,4.35,99193.0,31.0,Fiction
Giraffes Can'T Dance,2012.0,Giles Andreae,4.3,70487.0,33.0,Fiction
Giraffes Can'T Dance,2014.0,Giles Andreae,4.0,106049.0,25.0,Fiction
Giraffes Can'T Dance,2015.0,Giles Andreae,4.8,14038.0,4.0,Fiction
Giraffes Can'T Dance,2016.0,Giles Andreae,4.2,45143.0,19.0,Fiction
Giraffes Can'T Dance,2017.0,Giles Andreae,3.7,22666.0,5.0,Fiction
Giraffes Can'T Dance,2018.0,Giles Andreae,4.55,47916.0,7.5,Fiction
Giraffes Can'T Dance,2019.0,Giles Andreae,4.65,18231.0,6.0,Fiction
"Girl, Stop Apologizing: A Shame-Free Plan For Embracing And Achieving Your Goals",2009.0,Rachel Hollis,3.8,0.0,26.0,Non Fiction
"Girl, Stop Apologizing: A Shame-Free Plan For Embracing And Achieving Your Goals",2011.0,Rachel Hollis,4.3,130460.0,26.0,Non Fiction
"Girl, Stop Apologizing: A Shame-Free Plan For Embracing And Achieving Your Goals",2012.0,Rachel Hollis,4.0,0.0,21.0,Non Fiction
"Girl, Stop Apologizing: A Shame-Free Plan For Embracing And Achieving Your Goals",2013.0,Rachel Hollis,4.9,57681.0,15.5,Non Fiction
"Girl, Stop Apologizing: A Shame-Free Plan For Embracing And Achieving Your Goals",2015.0,Rachel Hollis,4.5,16450.0,5.0,Non Fiction
"Girl, Stop Apologizing: A Shame-Free Plan For Embracing And Achieving Your Goals",2016.0,Rachel Hollis,4.6,62097.0,32.5,Non Fiction
"Girl, Stop Apologizing: A Shame-Free Plan For Embracing And Achieving Your Goals",2017.0,Rachel Hollis,4.3,0.0,49.0,Non Fiction
"Girl, Stop Apologizing: A Shame-Free Plan For Embracing And Achieving Your Goals",2018.0,Rachel Hollis,4.2,19022.0,45.0,Non Fiction
"Girl, Stop Apologizing: A Shame-Free Plan For Embracing And Achieving Your Goals",2019.0,Rachel Hollis,4.1,38261.0,12.5,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2009.0,Rachel Hollis,4.6,169729.0,42.0,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2010.0,Rachel Hollis,4.3,4010.0,26.0,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2011.0,Rachel Hollis,4.35,66984.0,30.0,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2012.0,Rachel Hollis,4.2,61358.0,31.5,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2013.0,Rachel Hollis,4.3,10277.0,26.0,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2014.0,Rachel Hollis,4.45,35107.0,32.5,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2016.0,Rachel Hollis,4.3,108263.0,21.0,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2017.0,Rachel Hollis,4.6,87215.0,26.0,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2018.0,Rachel Hollis,4.5,75665.0,12.0,Non Fiction
"Girl, Wash Your Face: Stop Believing The Lies About Who You Are So You Can Become Who You Were Meant To Be",2019.0,Rachel Hollis,4.6,44740.0,17.0,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2009.0,Dinah Bucholz,3.75,173181.0,26.0,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2010.0,Dinah Bucholz,4.3,29278.0,13.0,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2011.0,Dinah Bucholz,4.3,87633.0,34.0,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2012.0,Dinah Bucholz,4.7,13452.0,34.0,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2013.0,Dinah Bucholz,4.0,24907.0,47.0,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2014.0,Dinah Bucholz,3.7,57105.0,25.5,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2015.0,Dinah Bucholz,4.0,71168.0,26.0,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2016.0,Dinah Bucholz,4.5,9824.0,44.0,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2017.0,Dinah Bucholz,4.3,109002.0,40.0,Non Fiction
"Glenn Beck'S Common Sense: The Case Against An Out-Of-Control Government, Inspired By Thomas Paine",2019.0,Dinah Bucholz,4.3,13706.0,15.0,Non Fiction
Go Set A Watchman: A Novel,2009.0,Harper Lee,3.95,89169.0,27.5,Fiction
Go Set A Watchman: A Novel,2010.0,Harper Lee,4.3,207425.0,25.0,Fiction
Go Set A Watchman: A Novel,2011.0,Harper Lee,3.9,154236.0,21.0,Fiction
Go Set A Watchman: A Novel,2012.0,Harper Lee,4.3,88913.0,39.0,Fiction
Go Set A Watchman: A Novel,2013.0,Harper Lee,4.2,81056.0,37.5,Fiction
Go Set A Watchman: A Novel,2015.0,Harper Lee,4.3,20585.0,18.0,Fiction
Go Set A Watchman: A Novel,2016.0,Harper Lee,3.9,42991.0,33.0,Fiction
Go Set A Watchman: A Novel,2017.0,Harper Lee,4.3,83518.0,35.0,Fiction
Go Set A Watchman: A Novel,2018.0,Harper Lee,4.4,153415.0,37.0,Fiction
Go Set A Watchman: A Novel,2019.0,Harper Lee,4.3,77937.0,27.5,Fiction
Go The F**K To Sleep,2009.0,Adam Mansbach,3.8,79783.0,46.0,Fiction
Go The F**K To Sleep,2010.0,Adam Mansbach,4.2,2046.0,7.0,Fiction
Go The F**K To Sleep,2011.0,Adam Mansbach,4.8,129857.0,23.0,Fiction
Go The F**K To Sleep,2012.0,Adam Mansbach,4.1,137223.0,29.5,Fiction
Go The F**K To Sleep,2013.0,Adam Mansbach,4.7,32718.0,31.5,Fiction
Go The F**K To Sleep,2014.0,Adam Mansbach,4.7,26639.0,31.0,Fiction
Go The F**K To Sleep,2015.0,Adam Mansbach,4.65,41905.0,32.5,Fiction
Go The F**K To Sleep,2016.0,Adam Mansbach,3.8,0.0,6.0,Fiction
Go The F**K To Sleep,2017.0,Adam Mansbach,4.6,42669.0,44.0,Fiction
Go The F**K To Sleep,2018.0,Adam Mansbach,4.3,1909.0,32.0,Fiction
Go The F**K To Sleep,2019.0,Adam Mansbach,4.1,11215.0,37.0,Fiction
Going Rogue: An American Life,2009.0,Sarah Palin,4.7,35063.0,29.5,Non Fiction
Going Rogue: An American Life,2010.0,Sarah Palin,4.1,34405.0,22.0,Non Fiction
Going Rogue: An American Life,2011.0,Sarah Palin,4.25,87319.0,28.0,Non Fiction
Going Rogue: An American Life,2012.0,Sarah Palin,4.9,43107.0,26.0,Non Fiction
Going Rogue: An American Life,2013.0,Sarah Palin,3.9,18536.0,20.0,Non Fiction
Going Rogue: An American Life,2014.0,Sarah Palin,4.3,17495.0,26.0,Non Fiction
Going Rogue: An American Life,2015.0,Sarah Palin,4.3,3353.0,42.0,Non Fiction
Going Rogue: An American Life,2016.0,Sarah Palin,4.2,98676.0,26.0,Non Fiction
Going Rogue: An American Life,2017.0,Sarah Palin,4.3,80507.0,26.0,Non Fiction
Going Rogue: An American Life,2018.0,Sarah Palin,4.1,42260.0,10.0,Non Fiction
Going Rogue: An American Life,2019.0,Sarah Palin,4.4,6828.0,30.0,Non Fiction
Gone Girl,2009.0,Gillian Flynn,4.0,19800.0,24.5,Fiction
Gone Girl,2010.0,Gillian Flynn,4.9,109102.0,30.0,Fiction
Gone Girl,2011.0,Gillian Flynn,4.35,209440.0,32.5,Fiction
Gone Girl,2012.0,Gillian Flynn,4.8,69498.0,37.0,Fiction
Gone Girl,2013.0,Gillian Flynn,4.0,145440.0,26.0,Fiction
Gone Girl,2014.0,Gillian Flynn,3.6,109896.0,23.0,Fiction
Gone Girl,2015.0,Gillian Flynn,4.25,108474.0,26.0,Fiction
Gone Girl,2016.0,Gillian Flynn,4.4,55961.0,21.0,Fiction
Gone Girl,2017.0,Gillian Flynn,4.9,179018.0,26.5,Fiction
Gone Girl,2018.0,Gillian Flynn,4.3,92487.0,45.0,Fiction
Gone Girl,2019.0,Gillian Flynn,3.6,46194.0,26.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2009.0,Brandon Stanton,4.2,64521.0,26.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2010.0,Brandon Stanton,4.5,30867.0,17.5,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2011.0,Brandon Stanton,4.1,91955.0,28.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2012.0,Brandon Stanton,4.55,43659.0,26.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2014.0,Brandon Stanton,4.6,37399.0,45.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2015.0,Brandon Stanton,4.4,12790.0,36.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2016.0,Brandon Stanton,3.95,53939.0,17.5,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2017.0,Brandon Stanton,3.9,47235.0,20.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2018.0,Brandon Stanton,3.5,34059.0,22.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,2019.0,Brandon Stanton,4.7,95975.0,44.0,Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2009.0,Jim Collins,4.05,38401.0,23.0,Non Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2010.0,Jim Collins,4.7,74651.0,16.0,Non Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2011.0,Jim Collins,4.5,99304.0,24.0,Non Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2012.0,Jim Collins,4.4,84966.0,32.0,Non Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2013.0,Jim Collins,4.3,50369.0,29.5,Non Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2014.0,Jim Collins,3.8,15638.0,36.0,Non Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2015.0,Jim Collins,4.35,38570.0,37.0,Non Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2017.0,Jim Collins,4.0,40397.0,42.0,Non Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2018.0,Jim Collins,4.3,83593.0,26.0,Non Fiction
Good To Great: Why Some Companies Make The Leap And Others Don'T,2019.0,Jim Collins,4.2,78377.0,19.0,Non Fiction
Goodnight Moon,2009.0,Margaret Wise Brown,4.5,0.0,34.5,Non Fiction
Goodnight Moon,2010.0,Margaret Wise Brown,3.6,11889.0,26.5,Non Fiction
Goodnight Moon,2011.0,Margaret Wise Brown,4.0,57050.0,19.5,Non Fiction
Goodnight Moon,2012.0,Margaret Wise Brown,4.2,184405.0,40.0,Non Fiction
Goodnight Moon,2014.0,Margaret Wise Brown,5.0,70608.0,33.0,Non Fiction
Goodnight Moon,2015.0,Margaret Wise Brown,3.9,18838.0,9.0,Non Fiction
Goodnight Moon,2016.0,Margaret Wise Brown,4.0,22807.0,46.0,Non Fiction
Goodnight Moon,2017.0,Margaret Wise Brown,4.35,73847.0,25.5,Non Fiction
Goodnight Moon,2018.0,Margaret Wise Brown,4.8,68257.0,30.0,Non Fiction
Goodnight Moon,2019.0,Margaret Wise Brown,4.8,8837.0,5.0,Non Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2009.0,Sherri Duskey Rinker,4.3,73485.0,22.0,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2010.0,Sherri Duskey Rinker,4.6,62441.0,23.5,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2011.0,Sherri Duskey Rinker,4.55,118849.0,20.5,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2012.0,Sherri Duskey Rinker,4.5,2853.0,9.0,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2013.0,Sherri Duskey Rinker,4.9,7038.0,7.0,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2015.0,Sherri Duskey Rinker,4.1,58559.0,13.0,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2016.0,Sherri Duskey Rinker,3.95,129840.0,33.5,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2017.0,Sherri Duskey Rinker,4.9,56836.0,12.0,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2018.0,Sherri Duskey Rinker,4.0,38560.0,16.5,Fiction
"Goodnight, Goodnight Construction Site (Hardcover Books For Toddlers, Preschool Books For Kids)",2019.0,Sherri Duskey Rinker,4.4,48830.0,26.0,Fiction
"Grain Brain: The Surprising Truth About Wheat, Carbs, And Sugar--Your Brain'S Silent Killers",2009.0,Brandon Stanton,4.25,87062.0,26.0,Fiction
"Grain Brain: The Surprising Truth About Wheat, Carbs, And Sugar--Your Brain'S Silent Killers",2011.0,Brandon Stanton,3.8,75066.0,20.0,Fiction
"Grain Brain: The Surprising Truth About Wheat, Carbs, And Sugar--Your Brain'S Silent Killers",2012.0,Brandon Stanton,3.85,19286.0,21.0,Fiction
"Grain Brain: The Surprising Truth About Wheat, Carbs, And Sugar--Your Brain'S Silent Killers",2013.0,Brandon Stanton,4.45,47255.0,9.5,Fiction
"Grain Brain: The Surprising Truth About Wheat, Carbs, And Sugar--Your Brain'S Silent Killers",2015.0,Brandon Stanton,4.3,32937.0,42.0,Fiction
"Grain Brain: The Surprising Truth About Wheat, Carbs, And Sugar--Your Brain'S Silent Killers",2016.0,Brandon Stanton,4.5,98966.0,31.0,Fiction
"Grain Brain: The Surprising Truth About Wheat, Carbs, And Sugar--Your Brain'S Silent Killers",2017.0,Brandon Stanton,4.3,18263.0,5.0,Fiction
"Grain Brain: The Surprising Truth About Wheat, Carbs, And Sugar--Your Brain'S Silent Killers",2018.0,Brandon Stanton,4.9,70028.0,17.0,Fiction
Grey: Fifty Shades Of Grey As Told By Christian (Fifty Shades Of Grey Series),2011.0,E L James,4.6,69212.0,34.0,Non Fiction
Grey: Fifty Shades Of Grey As Told By Christian (Fifty Shades Of Grey Series),2012.0,E L James,4.2,15418.0,35.0,Non Fiction
Grey: Fifty Shades Of Grey As Told By Christian (Fifty Shades Of Grey Series),2013.0,E L James,3.6,88951.0,32.0,Non Fiction
Grey: Fifty Shades Of Grey As Told By Christian (Fifty Shades Of Grey Series),2014.0,E L James,4.35,3847.0,23.0,Non Fiction
Grey: Fifty Shades Of Grey As Told By Christian (Fifty Shades Of Grey Series),2015.0,E L James,4.2,101780.0,26.0,Non Fiction
Grey: Fifty Shades Of Grey As Told By Christian (Fifty Shades Of Grey Series),2016.0,E L James,4.4,120137.0,31.0,Non Fiction
Grey: Fifty Shades Of Grey As Told By Christian (Fifty Shades Of Grey Series),2018.0,E L James,4.25,85222.0,28.5,Non Fiction
Grey: Fifty Shades Of Grey As Told By Christian (Fifty Shades Of Grey Series),2019.0,E L James,3.9,29237.0,10.0,Non Fiction
Guts,2009.0,Raina Telgemeier,4.4,111441.0,26.0,Non Fiction
Guts,2010.0,Raina Telgemeier,4.4,3632.0,20.0,Non Fiction
Guts,2011.0,Raina Telgemeier,4.3,50443.0,25.0,Non Fiction
Guts,2012.0,Raina Telgemeier,3.85,59515.0,29.0,Non Fiction
Guts,2013.0,Raina Telgemeier,4.7,6894.0,6.0,Non Fiction
Guts,2014.0,Raina Telgemeier,4.1,82958.0,24.0,Non Fiction
Guts,2015.0,Raina Telgemeier,4.5,70730.0,46.0,Non Fiction
Guts,2016.0,Raina Telgemeier,4.15,120509.0,35.0,Non Fiction
Guts,2018.0,Raina Telgemeier,4.7,65349.0,44.0,Non Fiction
Guts,2019.0,Raina Telgemeier,3.75,27093.0,33.0,Non Fiction
Hamilton: The Revolution,2009.0,Lin-Manuel Miranda,4.15,37924.0,28.5,Non Fiction
Hamilton: The Revolution,2010.0,Lin-Manuel Miranda,4.9,63855.0,40.0,Non Fiction
Hamilton: The Revolution,2011.0,Lin-Manuel Miranda,4.5,183074.0,25.0,Non Fiction
Hamilton: The Revolution,2012.0,Lin-Manuel Miranda,4.0,31915.0,9.0,Non Fiction
Hamilton: The Revolution,2014.0,Lin-Manuel Miranda,4.3,56737.0,32.5,Non Fiction
Hamilton: The Revolution,2015.0,Lin-Manuel Miranda,4.6,0.0,25.0,Non Fiction
Hamilton: The Revolution,2016.0,Lin-Manuel Miranda,4.8,52468.0,43.0,Non Fiction
Hamilton: The Revolution,2017.0,Lin-Manuel Miranda,3.9,38585.0,30.0,Non Fiction
Hamilton: The Revolution,2018.0,Lin-Manuel Miranda,4.3,37482.0,28.0,Non Fiction
Hamilton: The Revolution,2019.0,Lin-Manuel Miranda,4.2,95736.0,40.0,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2009.0,Phil Robertson,3.7,132194.0,20.0,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2011.0,Phil Robertson,4.3,175082.0,24.0,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2012.0,Phil Robertson,4.9,28149.0,45.0,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2013.0,Phil Robertson,4.3,33178.0,26.0,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2014.0,Phil Robertson,4.2,142144.0,22.5,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2015.0,Phil Robertson,4.8,19279.0,36.0,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2016.0,Phil Robertson,4.1,54917.0,30.0,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2017.0,Phil Robertson,4.5,0.0,20.0,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2018.0,Phil Robertson,4.6,79020.0,16.0,Non Fiction
"Happy, Happy, Happy: My Life And Legacy As The Duck Commander",2019.0,Phil Robertson,4.5,0.0,19.0,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2009.0,J.K. Rowling,4.15,40440.0,39.0,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2010.0,J.K. Rowling,4.6,32294.0,28.0,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2011.0,J.K. Rowling,4.8,18782.0,38.0,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2012.0,J.K. Rowling,4.5,49219.0,8.0,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2013.0,J.K. Rowling,4.15,54648.0,30.5,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2014.0,J.K. Rowling,3.95,85615.0,33.5,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2015.0,J.K. Rowling,4.3,52536.0,35.0,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2016.0,J.K. Rowling,4.75,60637.0,31.5,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2017.0,J.K. Rowling,4.5,48836.0,37.0,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2018.0,J.K. Rowling,4.4,86780.0,11.0,Non Fiction
"Harry Potter And The Chamber Of Secrets: The Illustrated Edition (Harry Potter, Book 2)",2019.0,J.K. Rowling,4.2,45526.0,18.0,Non Fiction
"Harry Potter And The Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2010.0,James Patterson,4.0,44643.0,26.0,Non Fiction
"Harry Potter And The Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2011.0,James Patterson,4.25,147999.0,28.5,Non Fiction
"Harry Potter And The Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2012.0,James Patterson,4.0,12839.0,41.0,Non Fiction
"Harry Potter And The Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2013.0,James Patterson,4.3,114472.0,31.5,Non Fiction
"Harry Potter And The Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2014.0,James Patterson,4.35,103575.0,16.5,Non Fiction
"Harry Potter And The Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2015.0,James Patterson,4.2,37431.0,46.0,Non Fiction
"Harry Potter And The Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2016.0,James Patterson,4.1,95544.0,26.0,Non Fiction
"Harry Potter And The Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2017.0,James Patterson,3.5,0.0,45.0,Non Fiction
"Harry Potter And The Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",2019.0,James Patterson,4.2,143525.0,31.0,Non Fiction
"Harry Potter And The Goblet Of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",2009.0,J.K. Rowling,4.1,5505.0,38.0,Fiction
"Harry Potter And The Goblet Of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",2010.0,J.K. Rowling,4.4,49728.0,37.0,Fiction
"Harry Potter And The Goblet Of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",2011.0,J.K. Rowling,4.45,23286.0,41.5,Fiction
"Harry Potter And The Goblet Of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",2012.0,J.K. Rowling,4.1,163334.0,25.0,Fiction
"Harry Potter And The Goblet Of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",2014.0,J.K. Rowling,4.35,43072.0,19.5,Fiction
"Harry Potter And The Goblet Of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",2015.0,J.K. Rowling,4.1,15116.0,26.0,Fiction
"Harry Potter And The Goblet Of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",2016.0,J.K. Rowling,4.15,131442.0,31.0,Fiction
"Harry Potter And The Goblet Of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",2018.0,J.K. Rowling,3.85,154466.0,34.0,Fiction
"Harry Potter And The Goblet Of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",2019.0,J.K. Rowling,4.35,47332.0,24.0,Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2009.0,J.K. Rowling,4.2,85492.0,19.0,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2010.0,J.K. Rowling,4.5,77458.0,19.5,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2011.0,J.K. Rowling,3.75,51071.0,20.5,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2012.0,J.K. Rowling,3.9,21011.0,26.0,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2013.0,J.K. Rowling,4.3,77060.0,22.0,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2014.0,J.K. Rowling,4.5,62610.0,19.0,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2015.0,J.K. Rowling,3.9,14614.0,20.0,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2016.0,J.K. Rowling,4.4,59134.0,28.0,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2017.0,J.K. Rowling,4.3,71263.0,26.0,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2018.0,J.K. Rowling,4.4,94713.0,29.0,Non Fiction
"Harry Potter And The Prisoner Of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",2019.0,J.K. Rowling,4.3,171743.0,17.0,Non Fiction
"Harry Potter And The Sorcerer'S Stone: The Illustrated Edition (Harry Potter, Book 1)",2009.0,J.K. Rowling,4.2,4020.0,41.0,Fiction
"Harry Potter And The Sorcerer'S Stone: The Illustrated Edition (Harry Potter, Book 1)",2011.0,J.K. Rowling,3.75,113577.0,42.5,Fiction
"Harry Potter And The Sorcerer'S Stone: The Illustrated Edition (Harry Potter, Book 1)",2012.0,J.K. Rowling,4.6,121928.0,26.0,Fiction
"Harry Potter And The Sorcerer'S Stone: The Illustrated Edition (Harry Potter, Book 1)",2013.0,J.K. Rowling,4.3,9128.0,26.0,Fiction
"Harry Potter And The Sorcerer'S Stone: The Illustrated Edition (Harry Potter, Book 1)",2014.0,J.K. Rowling,4.0,10190.0,26.0,Fiction
"Harry Potter And The Sorcerer'S Stone: The Illustrated Edition (Harry Potter, Book 1)",2015.0,J.K. Rowling,4.05,43188.0,13.5,Fiction
"Harry Potter And The Sorcerer'S Stone: The Illustrated Edition (Harry Potter, Book 1)",2016.0,J.K. Rowling,4.3,45201.0,35.5,Fiction
"Harry Potter And The Sorcerer'S Stone: The Illustrated Edition (Harry Potter, Book 1)",2017.0,J.K. Rowling,3.5,48692.0,12.0,Fiction
"Harry Potter And The Sorcerer'S Stone: The Illustrated Edition (Harry Potter, Book 1)",2019.0,J.K. Rowling,3.75,70794.0,43.0,Fiction
Harry Potter Coloring Book,2009.0,Scholastic,4.0,32939.0,31.0,Fiction
Harry Potter Coloring Book,2010.0,Scholastic,4.75,119901.0,39.0,Fiction
Harry Potter Coloring Book,2011.0,Scholastic,4.3,177915.0,28.5,Fiction
Harry Potter Coloring Book,2012.0,Scholastic,3.95,55742.0,35.0,Fiction
